CO,0.5
CO,0.654639175257732
CA,0.6716839134524929
MA,0.6805251641137856
IL,0.7069387755102041
OR,0.7398058252427184
AK,0.7413793103448276
AK,0.75
OR,0.7534246575342466
AK,0.7549019607843137
CO,0.7631430186546071
IL,0.7718676865117872
AK,0.7747252747252747
CA,0.7764565992865636
NJ,0.7813163328664462
CA,0.7829833064081853
IA,0.7832817337461301
IN,0.7898101146832112
AK,0.7936726272352133
CA,0.7945402298850575
SD,0.8
MN,0.800775424992544
CA,0.8038709677419354
WI,0.8060866172454155
VI,0.8096330275229358
CA,0.8104395604395604
IA,0.8114754098360656
NA,0.812200956937799
FL,0.8128326859444684
MI,0.8129459734964322
CO,0.813586606567933
MI,0.8144654088050315
FL,0.8146679881070367
NY,0.8181055105552525
CO,0.8196037539103233
IL,0.8204758471521268
IN,0.82080078125
AK,0.8211829436038515
IA,0.8235730170496665
CA,0.8241515929637876
SC,0.8245497630331754
AK,0.8248275862068966
PA,0.8256496227996647
IL,0.8256613205582171
NY,0.8257575757575758
ME,0.826301290416123
AK,0.8285714285714286
IA,0.8291564466247201
VA,0.8310557535742
NY,0.8314871553146359
WI,0.8315258511979824
MI,0.8321148118061197
ME,0.8322334143799931
NA,0.8324924318869829
WI,0.8329644134173335
IL,0.8340799139939079
WI,0.8344139650872818
WI,0.8345390731322971
MO,0.8349360563101021
TX,0.8355807893174442
NE,0.8366809351333553
MI,0.836931018301267
VA,0.8379032258064516
AK,0.8382352941176471
VT,0.838401142041399
MI,0.8396161754626457
AR,0.8405612244897959
NY,0.8406748670212766
FL,0.8420696652012174
OH,0.8423545331529093
NY,0.8434520471116096
PA,0.8437397387038676
AK,0.8440366972477065
AK,0.8444444444444444
LA,0.8448719382619394
TX,0.8448858455652298
IL,0.8456869382514299
AK,0.8470254957507082
NY,0.849556696220252
GA,0.8496932515337423
SC,0.8497285099781398
CO,0.8498748957464554
WI,0.8506787330316742
IA,0.8508682328907048
NC,0.8509042787825319
TX,0.8509387016512101
NC,0.8510842307124945
GA,0.8513866705386961
AK,0.8535911602209945
SD,0.8543239533287578
SC,0.8543353576248313
VA,0.8544325974871102
AR,0.8546424620990305
WY,0.854753053637812
GA,0.8547648772367874
TX,0.8550763461023305
MA,0.855107492685409
WI,0.8561826697892272
GA,0.8576739450873676
NC,0.8583769038417822
AK,0.8588235294117647
AK,0.8596096096096096
NC,0.8600009970255404
IL,0.8600874239605565
NY,0.8608500437578479
OH,0.8610184567489437
KS,0.8613523131672598
FL,0.8623750988426425
KY,0.8625434143734972
PA,0.8626547274163814
IN,0.8627652292950034
TN,0.8629677235075692
KY,0.8632057231245166
WV,0.8648648648648649
NC,0.8651751545481307
OR,0.8651804670912951
AK,0.8651994497936726
OH,0.865415580993647
LA,0.865546218487395
WV,0.8658465143526655
FL,0.8661595486550456
NC,0.8665540540540541
MI,0.8665743861338469
NY,0.8667582417582418
FL,0.8670967741935484
NH,0.8673875618678717
AL,0.8675733715103794
GA,0.8678038379530917
PR,0.8679184351356338
FL,0.8681318681318682
ND,0.8682013089596028
MS,0.8682572614107884
MO,0.8682830408238088
NV,0.8683333718966195
CA,0.8684106743788615
OH,0.8689870050915723
PA,0.8692822966507177
RI,0.8695188591230174
SC,0.8697282099343955
FL,0.8698694029850746
PA,0.8699070764832023
CO,0.8706076891277388
NJ,0.8706896551724138
TN,0.870713776742731
CO,0.8712656817551141
VA,0.8713087860007291
TX,0.8714396973742768
TX,0.8719730844836152
AR,0.872
NE,0.8721072314585108
AZ,0.8722608230892571
PA,0.87268566673601
AL,0.872715816005041
FL,0.8727272727272727
VI,0.873485868102288
MI,0.8736951274469255
GA,0.873972602739726
LA,0.8742418616165367
GA,0.8744091829844699
FL,0.8746103062534385
NC,0.8746241421714467
NY,0.8750927712631735
FL,0.875202692366529
AL,0.8757297748123436
TN,0.8761758914898272
VA,0.8762098033093975
CA,0.8763256927813889
LA,0.8769976155446197
LA,0.8772532188841202
AL,0.8775286118501626
LA,0.878
VA,0.8784933171324423
AL,0.8802908335497274
KY,0.8807209773735825
MS,0.880927291886196
FL,0.8810678059325394
FL,0.8810893098782138
MO,0.8811520970186963
TN,0.8811599930835166
TN,0.8819083608880491
MD,0.8819974249091992
FL,0.8823839107086449
CA,0.8825588796944621
SC,0.8829268292682927
VA,0.8831667859038563
TX,0.8834355828220859
TX,0.8838604143947656
CA,0.8839885347482468
FL,0.8842865566037735
LA,0.8845849802371542
TX,0.88509784244857
OH,0.8851244379709962
OK,0.8851836217813424
MS,0.8857958600999286
NC,0.8862199747155499
TX,0.8864104739968481
IN,0.8864327485380117
CT,0.8866854562124351
OK,0.8869274809160306
FL,0.8871124031007752
MS,0.887240356083086
TX,0.8879953209533558
TX,0.888807607900512
MN,0.8888931529139068
WA,0.8892627602710211
CA,0.8893308451079712
TX,0.8895635673624288
TX,0.8907801418439716
OK,0.8907881836395414
AZ,0.8913834951456311
NV,0.8917895083587252
CO,0.8919819764212086
TX,0.89275956284153
AK,0.8931029130232317
OR,0.8931988171855975
TX,0.8932764140875133
WY,0.8938814531548758
TX,0.8943635007960019
CA,0.8944111297673303
TX,0.8948089242323835
TX,0.894927536231884
CA,0.8950485591466327
MI,0.8958738141501886
AR,0.8961525366019748
OR,0.8966220151426907
CA,0.896902913431839
GA,0.8972972972972973
NY,0.8973876206166157
NA,0.8976744186046511
CA,0.8990481124133912
TX,0.8990536277602523
NM,0.899063475546306
CA,0.8994957276929542
CA,0.8995271867612293
NY,0.8997005988023952
NM,0.8999902785203908
ID,0.901428073841867
MI,0.9015151515151515
CA,0.9018584137515079
TX,0.9019756838905775
ID,0.9020206766917294
CO,0.902286336418073
AK,0.9025300705101618
NY,0.9026809388196013
CA,0.9026859032846716
CA,0.903913469616354
TX,0.9040330417881438
OR,0.9041133771171794
WY,0.9046121593291404
VA,0.9056
TX,0.9076262601900535
CO,0.9081909937888198
MT,0.9083494312084138
WA,0.9088046272493573
ND,0.9127780200610554
ID,0.9128516271373415
ID,0.9139542378343538
TX,0.9150375939849624
PR,0.9157340355497038
AZ,0.9159821462060688
ND,0.9161196207148067
SD,0.9166065849555395
AZ,0.9188840092999225
PR,0.919205298013245
UT,0.9192597492235132
MN,0.9205166418281172
CA,0.9222567747667704
CA,0.9250446162998215
WY,0.9258028792912514
CA,0.9279749478079332
MT,0.9279959718026183
NA,0.9305254016500217
ND,0.9336405529953917
UT,0.9341317365269461
IL,0.9379310344827586
MT,0.939622641509434
MT,0.9398034398034398
MT,0.940677966101695
HI,0.9408726178535607
MT,0.941346850108617
MT,0.9439252336448598
NV,0.9455696202531646
CA,0.9474216380182002
HI,0.9475087070865023
HI,0.9483870967741935
WV,0.9493670886075949
UT,0.9511901175052727
WY,0.952020202020202
WA,0.9527744982290437
HI,0.9536559466019418
HI,0.954912433238107
CA,0.955108359133127
WA,0.9588235294117647
MN,0.9594594594594594
ID,0.9601226993865031
ID,0.9608197709463532
OR,0.9650205761316872
WA,0.9833333333333333
MN,0.9861111111111112
MT,0.9886363636363636
MS,1.0
